method,query,k,ndcg,precision,recall,f1,overlap
Our MiniLM,manufacturing in Baden-Württemberg,10,0.9021,0.0,0.0,0.0,0
Our MiniLM,manufacturing in Baden-Württemberg,50,0.9377,0.1,0.0909,0.0952,5
Our MiniLM,manufacturing in Baden-Württemberg,100,0.9529,0.12,0.2182,0.1548,17
Our MiniLM,manufacturing in Baden-Württemberg,500,0.8914,0.072,0.6545,0.1297,253
Our MiniLM,manufacturing in Baden-Württemberg,1000,0.7486,0.047,0.8545,0.0891,714
Our MiniLM,e-commerce platforms,10,0.9715,1.0,0.01,0.0198,0
Our MiniLM,e-commerce platforms,50,0.9786,1.0,0.05,0.0952,0
Our MiniLM,e-commerce platforms,100,0.9579,0.97,0.097,0.1764,2
Our MiniLM,e-commerce platforms,500,0.9775,0.988,0.494,0.6587,115
Our MiniLM,e-commerce platforms,1000,0.8315,0.805,0.805,0.805,805
Our MiniLM,pharmaceutical companies,10,0.9649,1.0,0.01,0.0198,1
Our MiniLM,pharmaceutical companies,50,0.9732,1.0,0.05,0.0952,6
Our MiniLM,pharmaceutical companies,100,0.9783,1.0,0.1,0.1818,15
Our MiniLM,pharmaceutical companies,500,0.968,0.972,0.486,0.648,263
Our MiniLM,pharmaceutical companies,1000,0.896,0.88,0.88,0.88,880
Our MiniLM,logistics companies in the US,10,0.8821,0.8,0.0118,0.0232,0
Our MiniLM,logistics companies in the US,50,0.7748,0.64,0.0471,0.0878,5
Our MiniLM,logistics companies in the US,100,0.7671,0.6,0.0884,0.154,14
Our MiniLM,logistics companies in the US,500,0.6196,0.45,0.3314,0.3817,183
Our MiniLM,logistics companies in the US,1000,0.5264,0.361,0.5317,0.43,495
Our MiniLM,data analytics companies,10,0.9644,1.0,0.01,0.0198,0
Our MiniLM,data analytics companies,50,0.9299,0.96,0.048,0.0914,3
Our MiniLM,data analytics companies,100,0.9266,0.95,0.095,0.1727,11
Our MiniLM,data analytics companies,500,0.8531,0.844,0.422,0.5627,236
Our MiniLM,data analytics companies,1000,0.7538,0.726,0.726,0.726,726
Our MiniLM,cybersecurity firms,10,0.8096,0.8,0.008,0.0158,0
Our MiniLM,cybersecurity firms,50,0.7344,0.72,0.036,0.0686,3
Our MiniLM,cybersecurity firms,100,0.7921,0.81,0.081,0.1473,12
Our MiniLM,cybersecurity firms,500,0.7921,0.798,0.399,0.532,224
Our MiniLM,cybersecurity firms,1000,0.7114,0.696,0.696,0.696,696
Our MiniLM,financial services companies,10,0.8926,0.9,0.009,0.0178,0
Our MiniLM,financial services companies,50,0.8335,0.84,0.042,0.08,2
Our MiniLM,financial services companies,100,0.8083,0.81,0.081,0.1473,15
Our MiniLM,financial services companies,500,0.6488,0.624,0.312,0.416,172
Our MiniLM,financial services companies,1000,0.5481,0.514,0.514,0.514,514
Our MiniLM,retail chains in Europe,10,0.9605,0.6,0.1017,0.1739,2
Our MiniLM,retail chains in Europe,50,0.9626,0.18,0.1525,0.1651,9
Our MiniLM,retail chains in Europe,100,0.9628,0.14,0.2373,0.1761,17
Our MiniLM,retail chains in Europe,500,0.8987,0.08,0.678,0.1431,274
Our MiniLM,retail chains in Europe,1000,0.758,0.053,0.8983,0.1001,724
Our MiniLM,construction companies,10,0.9702,1.0,0.01,0.0198,0
Our MiniLM,construction companies,50,0.9781,1.0,0.05,0.0952,0
Our MiniLM,construction companies,100,0.9744,0.99,0.099,0.18,8
Our MiniLM,construction companies,500,0.9144,0.908,0.454,0.6053,238
Our MiniLM,construction companies,1000,0.7704,0.738,0.738,0.738,738
Our MiniLM,marketing agencies,10,0.8922,0.9,0.009,0.0178,0
Our MiniLM,marketing agencies,50,0.8216,0.82,0.041,0.0781,2
Our MiniLM,marketing agencies,100,0.7279,0.7,0.07,0.1273,13
Our MiniLM,marketing agencies,500,0.6964,0.686,0.343,0.4573,173
Our MiniLM,marketing agencies,1000,0.5933,0.566,0.566,0.566,566
Our MiniLM,human resources software,10,0.9599,1.0,0.01,0.0198,0
Our MiniLM,human resources software,50,0.9735,1.0,0.05,0.0952,8
Our MiniLM,human resources software,100,0.977,1.0,0.1,0.1818,24
Our MiniLM,human resources software,500,0.9823,0.99,0.495,0.66,308
Our MiniLM,human resources software,1000,0.9215,0.909,0.909,0.909,909
Our MiniLM,supply chain management companies,10,0.9642,0.7,0.016,0.0313,1
Our MiniLM,supply chain management companies,50,0.9683,0.58,0.0664,0.1191,3
Our MiniLM,supply chain management companies,100,0.9736,0.6,0.1373,0.2235,11
Our MiniLM,supply chain management companies,500,0.9268,0.476,0.5446,0.508,274
Our MiniLM,supply chain management companies,1000,0.787,0.363,0.8307,0.5052,755
Our MiniLM,solar panel manufacturers,10,0.9445,1.0,0.01,0.0198,0
Our MiniLM,solar panel manufacturers,50,0.9643,1.0,0.05,0.0952,5
Our MiniLM,solar panel manufacturers,100,0.9635,0.99,0.099,0.18,19
Our MiniLM,solar panel manufacturers,500,0.9574,0.962,0.481,0.6413,278
Our MiniLM,solar panel manufacturers,1000,0.8913,0.877,0.877,0.877,877
Our MiniLM,agricultural technology companies,10,0.9019,0.9,0.0108,0.0213,2
Our MiniLM,agricultural technology companies,50,0.7598,0.62,0.0372,0.0701,4
Our MiniLM,agricultural technology companies,100,0.6942,0.57,0.0683,0.1221,18
Our MiniLM,agricultural technology companies,500,0.541,0.436,0.2614,0.3268,152
Our MiniLM,agricultural technology companies,1000,0.4862,0.388,0.4652,0.4231,460
Our MiniLM,electric vehicle manufacturers,10,0.9652,1.0,0.01,0.0198,1
Our MiniLM,electric vehicle manufacturers,50,0.9713,1.0,0.05,0.0952,5
Our MiniLM,electric vehicle manufacturers,100,0.973,1.0,0.1,0.1818,19
Our MiniLM,electric vehicle manufacturers,500,0.9807,0.99,0.495,0.66,295
Our MiniLM,electric vehicle manufacturers,1000,0.9288,0.918,0.918,0.918,918
Our MiniLM,biotech companies,10,0.9626,0.8,0.0191,0.0374,1
Our MiniLM,biotech companies,50,0.9497,0.56,0.067,0.1197,5
Our MiniLM,biotech companies,100,0.9478,0.59,0.1411,0.2278,23
Our MiniLM,biotech companies,500,0.9058,0.486,0.5813,0.5294,273
Our MiniLM,biotech companies,1000,0.7732,0.352,0.8421,0.4965,742
Our MiniLM,digital transformation consultants,10,0.9656,1.0,0.01,0.0198,1
Our MiniLM,digital transformation consultants,50,0.9702,1.0,0.05,0.0952,4
Our MiniLM,digital transformation consultants,100,0.9613,0.98,0.098,0.1782,12
Our MiniLM,digital transformation consultants,500,0.9609,0.968,0.484,0.6453,251
Our MiniLM,digital transformation consultants,1000,0.874,0.856,0.856,0.856,856
Our MiniLM,cloud computing providers,10,0.9073,0.9,0.009,0.0178,0
Our MiniLM,cloud computing providers,50,0.7847,0.76,0.038,0.0724,7
Our MiniLM,cloud computing providers,100,0.7791,0.77,0.077,0.14,15
Our MiniLM,cloud computing providers,500,0.8317,0.84,0.42,0.56,241
Our MiniLM,cloud computing providers,1000,0.8211,0.82,0.82,0.82,820
Our MiniLM,mobile app development companies,10,0.959,1.0,0.01,0.0198,0
Our MiniLM,mobile app development companies,50,0.9681,1.0,0.05,0.0952,4
Our MiniLM,mobile app development companies,100,0.9737,1.0,0.1,0.1818,17
Our MiniLM,mobile app development companies,500,0.9789,0.988,0.494,0.6587,276
Our MiniLM,mobile app development companies,1000,0.9143,0.901,0.901,0.901,901
Our MiniLM,web design agencies,10,0.966,1.0,0.01,0.0198,0
Our MiniLM,web design agencies,50,0.9155,0.92,0.046,0.0876,6
Our MiniLM,web design agencies,100,0.8972,0.9,0.09,0.1636,10
Our MiniLM,web design agencies,500,0.8382,0.828,0.414,0.552,194
Our MiniLM,web design agencies,1000,0.7214,0.691,0.691,0.691,691
Our MiniLM,SEO companies,10,0.9679,1.0,0.01,0.0198,0
Our MiniLM,SEO companies,50,0.9774,1.0,0.05,0.0952,6
Our MiniLM,SEO companies,100,0.9729,0.99,0.099,0.18,16
Our MiniLM,SEO companies,500,0.9701,0.974,0.487,0.6493,263
Our MiniLM,SEO companies,1000,0.8817,0.863,0.863,0.863,863
Our MiniLM,social media marketing agencies,10,0.9488,1.0,0.01,0.0198,0
Our MiniLM,social media marketing agencies,50,0.9636,1.0,0.05,0.0952,3
Our MiniLM,social media marketing agencies,100,0.9568,0.98,0.098,0.1782,21
Our MiniLM,social media marketing agencies,500,0.7876,0.76,0.38,0.5067,239
Our MiniLM,social media marketing agencies,1000,0.6081,0.557,0.557,0.557,557
Our MiniLM,venture capital firms,10,0.9663,1.0,0.01,0.0198,1
Our MiniLM,venture capital firms,50,0.9656,1.0,0.05,0.0952,3
Our MiniLM,venture capital firms,100,0.9711,1.0,0.1,0.1818,19
Our MiniLM,venture capital firms,500,0.8934,0.888,0.444,0.592,241
Our MiniLM,venture capital firms,1000,0.8021,0.777,0.777,0.777,777
Our MiniLM,private equity firms,10,0.9567,1.0,0.01,0.0198,0
Our MiniLM,private equity firms,50,0.9451,0.98,0.049,0.0933,1
Our MiniLM,private equity firms,100,0.9587,0.99,0.099,0.18,14
Our MiniLM,private equity firms,500,0.9504,0.958,0.479,0.6387,262
Our MiniLM,private equity firms,1000,0.8581,0.839,0.839,0.839,839
Our MiniLM,investment banks,10,0.9609,0.7,0.0183,0.0357,0
Our MiniLM,investment banks,50,0.9346,0.6,0.0785,0.1389,0
Our MiniLM,investment banks,100,0.9006,0.53,0.1387,0.2199,17
Our MiniLM,investment banks,500,0.7033,0.356,0.466,0.4036,223
Our MiniLM,investment banks,1000,0.589,0.265,0.6937,0.3835,550
Our MiniLM,insurance companies,10,0.9794,1.0,0.01,0.0198,0
Our MiniLM,insurance companies,50,0.9846,1.0,0.05,0.0952,4
Our MiniLM,insurance companies,100,0.9872,1.0,0.1,0.1818,13
Our MiniLM,insurance companies,500,0.988,0.992,0.496,0.6613,251
Our MiniLM,insurance companies,1000,0.9379,0.928,0.928,0.928,928
Our MiniLM,real estate developers,10,0.8956,0.9,0.009,0.0178,1
Our MiniLM,real estate developers,50,0.8035,0.8,0.04,0.0762,4
Our MiniLM,real estate developers,100,0.7596,0.75,0.075,0.1364,12
Our MiniLM,real estate developers,500,0.5521,0.518,0.259,0.3453,143
Our MiniLM,real estate developers,1000,0.4639,0.429,0.429,0.429,429
Our MiniLM,property management companies,10,0.9619,1.0,0.01,0.0198,0
Our MiniLM,property management companies,50,0.9688,1.0,0.05,0.0952,7
Our MiniLM,property management companies,100,0.9739,1.0,0.1,0.1818,17
Our MiniLM,property management companies,500,0.959,0.964,0.482,0.6427,245
Our MiniLM,property management companies,1000,0.8225,0.794,0.794,0.794,794
Our MiniLM,hospital management companies,10,0.9524,0.3,0.1304,0.1818,0
Our MiniLM,hospital management companies,50,0.9358,0.14,0.3043,0.1918,15
Our MiniLM,hospital management companies,100,0.9542,0.12,0.5217,0.1951,37
Our MiniLM,hospital management companies,500,0.8226,0.038,0.8261,0.0727,234
Our MiniLM,hospital management companies,1000,0.6569,0.022,0.9565,0.043,611
Our MiniLM,medical device manufacturers,10,0.9729,1.0,0.01,0.0198,2
Our MiniLM,medical device manufacturers,50,0.9772,1.0,0.05,0.0952,13
Our MiniLM,medical device manufacturers,100,0.9775,1.0,0.1,0.1818,20
Our MiniLM,medical device manufacturers,500,0.9895,1.0,0.5,0.6667,288
Our MiniLM,medical device manufacturers,1000,0.926,0.913,0.913,0.913,913
Our MiniLM,telecommunications companies,10,0.9563,0.7,0.0116,0.0229,0
Our MiniLM,telecommunications companies,50,0.9523,0.62,0.0515,0.0951,5
Our MiniLM,telecommunications companies,100,0.9461,0.52,0.0864,0.1481,10
Our MiniLM,telecommunications companies,500,0.8569,0.494,0.4103,0.4483,203
Our MiniLM,telecommunications companies,1000,0.7764,0.462,0.7674,0.5768,752
Our MiniLM,internet service providers,10,0.9601,1.0,0.01,0.0198,0
Our MiniLM,internet service providers,50,0.9505,0.98,0.049,0.0933,3
Our MiniLM,internet service providers,100,0.9545,0.98,0.098,0.1782,14
Our MiniLM,internet service providers,500,0.9212,0.92,0.46,0.6133,279
Our MiniLM,internet service providers,1000,0.7882,0.758,0.758,0.758,758
Our MiniLM,manufacturing automation companies,10,0.9008,0.9,0.009,0.0178,0
Our MiniLM,manufacturing automation companies,50,0.9222,0.94,0.047,0.0895,2
Our MiniLM,manufacturing automation companies,100,0.9317,0.95,0.095,0.1727,12
Our MiniLM,manufacturing automation companies,500,0.8992,0.898,0.449,0.5987,255
Our MiniLM,manufacturing automation companies,1000,0.8016,0.78,0.78,0.78,780
Our MiniLM,robotics companies,10,0.9639,0.4,0.0272,0.051,2
Our MiniLM,robotics companies,50,0.9703,0.4,0.1361,0.203,12
Our MiniLM,robotics companies,100,0.9741,0.3,0.2041,0.2429,23
Our MiniLM,robotics companies,500,0.9572,0.192,0.6531,0.2968,275
Our MiniLM,robotics companies,1000,0.8919,0.141,0.9592,0.2459,877
Our MiniLM,3D printing companies,10,0.9562,1.0,0.01,0.0198,0
Our MiniLM,3D printing companies,50,0.954,0.98,0.049,0.0933,5
Our MiniLM,3D printing companies,100,0.9649,0.99,0.099,0.18,17
Our MiniLM,3D printing companies,500,0.9859,0.998,0.499,0.6653,264
Our MiniLM,3D printing companies,1000,0.9746,0.974,0.974,0.974,974
Our MiniLM,packaging companies,10,0.9739,1.0,0.01,0.0198,0
Our MiniLM,packaging companies,50,0.9782,1.0,0.05,0.0952,1
Our MiniLM,packaging companies,100,0.9817,1.0,0.1,0.1818,10
Our MiniLM,packaging companies,500,0.9903,0.998,0.499,0.6653,252
Our MiniLM,packaging companies,1000,0.9661,0.962,0.962,0.962,962
Our MiniLM,food processing companies,10,0.9733,1.0,0.01,0.0198,1
Our MiniLM,food processing companies,50,0.9677,1.0,0.05,0.0952,5
Our MiniLM,food processing companies,100,0.9499,0.97,0.097,0.1764,18
Our MiniLM,food processing companies,500,0.9543,0.962,0.481,0.6413,283
Our MiniLM,food processing companies,1000,0.864,0.845,0.845,0.845,845
Our MiniLM,beverage companies,10,0.9559,0.7,0.0237,0.0459,1
Our MiniLM,beverage companies,50,0.967,0.58,0.0983,0.1681,9
Our MiniLM,beverage companies,100,0.9723,0.42,0.1424,0.2127,21
Our MiniLM,beverage companies,500,0.9879,0.354,0.6,0.4453,294
Our MiniLM,beverage companies,1000,0.9649,0.287,0.9729,0.4432,961
Our MiniLM,mining companies,10,0.978,0.8,0.1026,0.1818,0
Our MiniLM,mining companies,50,0.9723,0.26,0.1667,0.2031,12
Our MiniLM,mining companies,100,0.9751,0.17,0.2179,0.191,21
Our MiniLM,mining companies,500,0.9849,0.112,0.7179,0.1938,302
Our MiniLM,mining companies,1000,0.9036,0.074,0.9487,0.1373,887
Our MiniLM,oil and gas companies,10,0.9651,0.9,0.0135,0.0265,2
Our MiniLM,oil and gas companies,50,0.9685,0.78,0.0584,0.1086,6
Our MiniLM,oil and gas companies,100,0.9725,0.78,0.1168,0.2031,15
Our MiniLM,oil and gas companies,500,0.9805,0.734,0.5494,0.6284,298
Our MiniLM,oil and gas companies,1000,0.8911,0.602,0.9012,0.7218,873
Our MiniLM,energy storage companies,10,0.9584,0.9,0.0167,0.0328,1
Our MiniLM,energy storage companies,50,0.9664,0.74,0.0688,0.1259,8
Our MiniLM,energy storage companies,100,0.9707,0.72,0.1338,0.2257,22
Our MiniLM,energy storage companies,500,0.9289,0.616,0.5725,0.5934,290
Our MiniLM,energy storage companies,1000,0.8076,0.452,0.8401,0.5878,780
Our MiniLM,waste management companies,10,0.9664,1.0,0.01,0.0198,1
Our MiniLM,waste management companies,50,0.9752,1.0,0.05,0.0952,2
Our MiniLM,waste management companies,100,0.9808,1.0,0.1,0.1818,16
Our MiniLM,waste management companies,500,0.9902,0.998,0.499,0.6653,242
Our MiniLM,waste management companies,1000,0.9795,0.978,0.978,0.978,978
Our MiniLM,water treatment companies,10,0.9815,1.0,0.01,0.0198,1
Our MiniLM,water treatment companies,50,0.9815,1.0,0.05,0.0952,5
Our MiniLM,water treatment companies,100,0.9847,1.0,0.1,0.1818,16
Our MiniLM,water treatment companies,500,0.9932,1.0,0.5,0.6667,263
Our MiniLM,water treatment companies,1000,0.9844,0.983,0.983,0.983,983
Our MiniLM,aerospace companies,10,0.9537,0.6,0.0258,0.0494,1
Our MiniLM,aerospace companies,50,0.9667,0.44,0.0944,0.1555,10
Our MiniLM,aerospace companies,100,0.9716,0.4,0.1717,0.2402,25
Our MiniLM,aerospace companies,500,0.9768,0.292,0.6266,0.3984,280
Our MiniLM,aerospace companies,1000,0.9215,0.223,0.9571,0.3617,910
Our MiniLM,defense contractors,10,0.9168,0.1,0.0312,0.0476,0
Our MiniLM,defense contractors,50,0.939,0.1,0.1562,0.122,8
Our MiniLM,defense contractors,100,0.9083,0.09,0.2812,0.1364,25
Our MiniLM,defense contractors,500,0.8627,0.046,0.7188,0.0865,249
Our MiniLM,defense contractors,1000,0.6975,0.027,0.8438,0.0523,660
Our MiniLM,transportation companies,10,0.5939,0.6,0.0073,0.0144,0
Our MiniLM,transportation companies,50,0.4654,0.42,0.0255,0.048,2
Our MiniLM,transportation companies,100,0.513,0.45,0.0545,0.0973,11
Our MiniLM,transportation companies,500,0.4719,0.376,0.2279,0.2838,112
Our MiniLM,transportation companies,1000,0.4218,0.341,0.4133,0.3737,409
Our MiniLM,shipping companies,10,0.9645,1.0,0.01,0.0198,0
Our MiniLM,shipping companies,50,0.8566,0.86,0.043,0.0819,2
Our MiniLM,shipping companies,100,0.7932,0.78,0.078,0.1418,10
Our MiniLM,shipping companies,500,0.5721,0.532,0.266,0.3547,150
Our MiniLM,shipping companies,1000,0.4734,0.434,0.434,0.434,434
Our MiniLM,trucking companies,10,0.964,1.0,0.01,0.0198,0
Our MiniLM,trucking companies,50,0.9452,0.96,0.048,0.0914,10
Our MiniLM,trucking companies,100,0.9375,0.95,0.095,0.1727,20
Our MiniLM,trucking companies,500,0.9573,0.966,0.483,0.644,263
Our MiniLM,trucking companies,1000,0.8688,0.852,0.852,0.852,852
Our MiniLM,freight forwarding companies,10,0.972,1.0,0.01,0.0198,0
Our MiniLM,freight forwarding companies,50,0.9626,0.98,0.049,0.0933,2
Our MiniLM,freight forwarding companies,100,0.9497,0.96,0.096,0.1745,5
Our MiniLM,freight forwarding companies,500,0.9459,0.948,0.474,0.632,260
Our MiniLM,freight forwarding companies,1000,0.8313,0.808,0.808,0.808,808
Our MiniLM,warehousing companies,10,0.9583,0.7,0.0119,0.0233,3
Our MiniLM,warehousing companies,50,0.9371,0.74,0.0627,0.1156,6
Our MiniLM,warehousing companies,100,0.9307,0.67,0.1136,0.1942,16
Our MiniLM,warehousing companies,500,0.6612,0.44,0.3729,0.4037,191
Our MiniLM,warehousing companies,1000,0.461,0.274,0.4644,0.3447,399
Our MiniLM,cold storage companies,10,0.9594,1.0,0.01,0.0198,0
Our MiniLM,cold storage companies,50,0.9649,1.0,0.05,0.0952,4
Our MiniLM,cold storage companies,100,0.9687,1.0,0.1,0.1818,14
Our MiniLM,cold storage companies,500,0.9794,0.992,0.496,0.6613,283
Our MiniLM,cold storage companies,1000,0.8967,0.88,0.88,0.88,880
Our MiniLM,retail technology companies,10,0.9473,1.0,0.0206,0.0404,0
Our MiniLM,retail technology companies,50,0.9,0.64,0.066,0.1196,3
Our MiniLM,retail technology companies,100,0.8998,0.59,0.1216,0.2017,18
Our MiniLM,retail technology companies,500,0.73,0.392,0.4041,0.398,199
Our MiniLM,retail technology companies,1000,0.606,0.294,0.6062,0.396,566
Our MiniLM,point of sale systems providers,10,0.9692,1.0,0.01,0.0198,1
Our MiniLM,point of sale systems providers,50,0.9724,1.0,0.05,0.0952,5
Our MiniLM,point of sale systems providers,100,0.9688,0.99,0.099,0.18,25
Our MiniLM,point of sale systems providers,500,0.9278,0.926,0.463,0.6173,296
Our MiniLM,point of sale systems providers,1000,0.7979,0.767,0.767,0.767,767
Our MiniLM,inventory management software,10,0.9583,1.0,0.01,0.0198,0
Our MiniLM,inventory management software,50,0.9683,1.0,0.05,0.0952,14
Our MiniLM,inventory management software,100,0.9599,0.98,0.098,0.1782,39
Our MiniLM,inventory management software,500,0.8416,0.822,0.411,0.548,291
Our MiniLM,inventory management software,1000,0.7201,0.681,0.681,0.681,681
Our MiniLM,customer relationship management (CRM) software,10,0.9502,0.8,0.0095,0.0188,1
Our MiniLM,customer relationship management (CRM) software,50,0.9618,0.9,0.0534,0.1008,10
Our MiniLM,customer relationship management (CRM) software,100,0.9688,0.93,0.1103,0.1972,32
Our MiniLM,customer relationship management (CRM) software,500,0.9844,0.89,0.5279,0.6627,330
Our MiniLM,customer relationship management (CRM) software,1000,0.8845,0.734,0.8707,0.7965,864
Our MiniLM,enterprise resource planning (ERP) systems,10,0.9546,1.0,0.01,0.0198,0
Our MiniLM,enterprise resource planning (ERP) systems,50,0.8765,0.88,0.044,0.0838,4
Our MiniLM,enterprise resource planning (ERP) systems,100,0.9014,0.92,0.092,0.1673,18
Our MiniLM,enterprise resource planning (ERP) systems,500,0.7799,0.764,0.382,0.5093,220
Our MiniLM,enterprise resource planning (ERP) systems,1000,0.6802,0.65,0.65,0.65,650
Our MiniLM,business intelligence (BI) companies,10,0.9683,0.9,0.0112,0.0221,1
Our MiniLM,business intelligence (BI) companies,50,0.9684,0.88,0.0547,0.103,8
Our MiniLM,business intelligence (BI) companies,100,0.9759,0.92,0.1144,0.2035,29
Our MiniLM,business intelligence (BI) companies,500,0.9674,0.85,0.5286,0.6518,304
Our MiniLM,business intelligence (BI) companies,1000,0.7997,0.633,0.7873,0.7018,766
Our MiniLM,IT consulting firms,10,0.9684,1.0,0.01,0.0198,0
Our MiniLM,IT consulting firms,50,0.9624,0.98,0.049,0.0933,1
Our MiniLM,IT consulting firms,100,0.9487,0.96,0.096,0.1745,4
Our MiniLM,IT consulting firms,500,0.8835,0.876,0.438,0.584,227
Our MiniLM,IT consulting firms,1000,0.7594,0.729,0.729,0.729,729
Our MiniLM,cybersecurity solutions providers,10,0.5438,0.5,0.005,0.0099,0
Our MiniLM,cybersecurity solutions providers,50,0.6388,0.66,0.033,0.0629,3
Our MiniLM,cybersecurity solutions providers,100,0.6428,0.66,0.066,0.12,14
Our MiniLM,cybersecurity solutions providers,500,0.538,0.53,0.265,0.3533,148
Our MiniLM,cybersecurity solutions providers,1000,0.4786,0.461,0.461,0.461,461
Our MiniLM,cloud security providers,10,0.9628,0.8,0.0488,0.092,1
Our MiniLM,cloud security providers,50,0.8891,0.44,0.1341,0.2056,13
Our MiniLM,cloud security providers,100,0.831,0.37,0.2256,0.2803,27
Our MiniLM,cloud security providers,500,0.5081,0.184,0.561,0.2771,184
Our MiniLM,cloud security providers,1000,0.3468,0.108,0.6585,0.1856,283
Our MiniLM,managed service providers (MSPs),10,0.9324,0.4,0.0154,0.0296,1
Our MiniLM,managed service providers (MSPs),50,0.9417,0.38,0.0731,0.1226,7
Our MiniLM,managed service providers (MSPs),100,0.9534,0.41,0.1577,0.2278,23
Our MiniLM,managed service providers (MSPs),500,0.9598,0.348,0.6692,0.4579,297
Our MiniLM,managed service providers (MSPs),1000,0.8078,0.232,0.8923,0.3683,776
Our MiniLM,remote monitoring and management (RMM) software,10,0.9506,0.6,0.0984,0.169,4
Our MiniLM,remote monitoring and management (RMM) software,50,0.9644,0.36,0.2951,0.3243,18
Our MiniLM,remote monitoring and management (RMM) software,100,0.935,0.31,0.5082,0.3851,43
Our MiniLM,remote monitoring and management (RMM) software,500,0.7745,0.102,0.8361,0.1818,240
Our MiniLM,remote monitoring and management (RMM) software,1000,0.5974,0.058,0.9508,0.1093,544
Our MiniLM,data center providers,10,0.9584,0.8,0.0199,0.0387,3
Our MiniLM,data center providers,50,0.9488,0.68,0.0844,0.1501,4
Our MiniLM,data center providers,100,0.936,0.59,0.1464,0.2346,17
Our MiniLM,data center providers,500,0.9198,0.484,0.6005,0.536,285
Our MiniLM,data center providers,1000,0.7722,0.339,0.8412,0.4833,739
Our MiniLM,web hosting companies,10,0.9911,1.0,0.01,0.0198,2
Our MiniLM,web hosting companies,50,0.9893,1.0,0.05,0.0952,2
Our MiniLM,web hosting companies,100,0.9823,0.99,0.099,0.18,5
Our MiniLM,web hosting companies,500,0.9926,0.998,0.499,0.6653,165
Our MiniLM,web hosting companies,1000,0.8501,0.823,0.823,0.823,823
Our MiniLM,domain name registrars,10,0.9429,0.1,0.0118,0.0211,0
Our MiniLM,domain name registrars,50,0.955,0.08,0.0471,0.0593,0
Our MiniLM,domain name registrars,100,0.962,0.05,0.0588,0.0541,10
Our MiniLM,domain name registrars,500,0.9838,0.088,0.5176,0.1504,277
Our MiniLM,domain name registrars,1000,0.9825,0.085,1.0,0.1567,984
Our MiniLM,content management systems (CMS),10,0.9476,1.0,0.01,0.0198,0
Our MiniLM,content management systems (CMS),50,0.9525,1.0,0.05,0.0952,1
Our MiniLM,content management systems (CMS),100,0.9583,1.0,0.1,0.1818,4
Our MiniLM,content management systems (CMS),500,0.981,1.0,0.5,0.6667,263
Our MiniLM,content management systems (CMS),1000,0.9678,0.966,0.966,0.966,966
Our MiniLM,e-learning platforms,10,0.9659,1.0,0.01,0.0198,0
Our MiniLM,e-learning platforms,50,0.9747,1.0,0.05,0.0952,7
Our MiniLM,e-learning platforms,100,0.9761,1.0,0.1,0.1818,28
Our MiniLM,e-learning platforms,500,0.9893,1.0,0.5,0.6667,303
Our MiniLM,e-learning platforms,1000,0.9606,0.955,0.955,0.955,955
Our MiniLM,online marketing agencies,10,0.7978,0.8,0.008,0.0158,0
Our MiniLM,online marketing agencies,50,0.6835,0.68,0.034,0.0648,1
Our MiniLM,online marketing agencies,100,0.6053,0.58,0.058,0.1055,11
Our MiniLM,online marketing agencies,500,0.5619,0.55,0.275,0.3667,163
Our MiniLM,online marketing agencies,1000,0.4846,0.462,0.462,0.462,462
Our MiniLM,lead generation companies,10,0.952,0.8,0.0136,0.0267,1
Our MiniLM,lead generation companies,50,0.96,0.8,0.0678,0.125,6
Our MiniLM,lead generation companies,100,0.9639,0.73,0.1237,0.2116,20
Our MiniLM,lead generation companies,500,0.9786,0.694,0.5881,0.6367,298
Our MiniLM,lead generation companies,1000,0.9239,0.559,0.9475,0.7031,913
Our MiniLM,market research firms,10,0.9478,1.0,0.01,0.0198,0
Our MiniLM,market research firms,50,0.9637,1.0,0.05,0.0952,4
Our MiniLM,market research firms,100,0.9715,1.0,0.1,0.1818,14
Our MiniLM,market research firms,500,0.9825,0.994,0.497,0.6627,252
Our MiniLM,market research firms,1000,0.8812,0.862,0.862,0.862,862
Our MiniLM,public relations agencies,10,0.9415,1.0,0.01,0.0198,0
Our MiniLM,public relations agencies,50,0.9637,1.0,0.05,0.0952,12
Our MiniLM,public relations agencies,100,0.9674,1.0,0.1,0.1818,18
Our MiniLM,public relations agencies,500,0.9864,1.0,0.5,0.6667,276
Our MiniLM,public relations agencies,1000,0.9213,0.909,0.909,0.909,909
Our MiniLM,graphic design studios,10,0.9756,1.0,0.01,0.0198,0
Our MiniLM,graphic design studios,50,0.9808,1.0,0.05,0.0952,2
Our MiniLM,graphic design studios,100,0.976,0.99,0.099,0.18,12
Our MiniLM,graphic design studios,500,0.9541,0.956,0.478,0.6373,247
Our MiniLM,graphic design studios,1000,0.8603,0.84,0.84,0.84,840
Our MiniLM,video production companies,10,0.9628,1.0,0.01,0.0198,0
Our MiniLM,video production companies,50,0.9745,1.0,0.05,0.0952,3
Our MiniLM,video production companies,100,0.9783,1.0,0.1,0.1818,14
Our MiniLM,video production companies,500,0.9912,1.0,0.5,0.6667,277
Our MiniLM,video production companies,1000,0.9851,0.985,0.985,0.985,985
Our MiniLM,translation services,10,0.9607,1.0,0.01,0.0198,0
Our MiniLM,translation services,50,0.9698,1.0,0.05,0.0952,2
Our MiniLM,translation services,100,0.9743,1.0,0.1,0.1818,9
