method,query,k,ndcg,precision,recall,f1,overlap
Istari v2 Semantic,food processing companies,200,0.9695,0.97,0.194,0.3233,119
Istari v2 Semantic,food processing companies,500,0.866,0.844,0.422,0.5627,299
Istari v2 Semantic,food processing companies,816,0.7455,0.7047,0.575,0.6333,520
Istari v2 Semantic,beverage companies,10,0.9935,1.0,0.0339,0.0656,4
Istari v2 Semantic,beverage companies,30,0.9925,1.0,0.1017,0.1846,19
Istari v2 Semantic,beverage companies,50,0.961,0.86,0.1458,0.2493,28
Istari v2 Semantic,beverage companies,100,0.9715,0.81,0.2746,0.4101,51
Istari v2 Semantic,beverage companies,200,0.9444,0.62,0.4203,0.501,107
Istari v2 Semantic,beverage companies,500,0.7612,0.378,0.6407,0.4755,257
Istari v2 Semantic,beverage companies,816,0.6574,0.2892,0.8,0.4248,446
Istari v2 Semantic,mining companies,10,0.9841,0.9,0.1154,0.2045,2
Istari v2 Semantic,mining companies,30,0.9832,0.6667,0.2564,0.3704,8
Istari v2 Semantic,mining companies,50,0.9695,0.5,0.3205,0.3906,17
Istari v2 Semantic,mining companies,100,0.9078,0.35,0.4487,0.3933,39
Istari v2 Semantic,mining companies,200,0.8089,0.24,0.6154,0.3453,85
Istari v2 Semantic,mining companies,500,0.6215,0.118,0.7564,0.2042,192
Istari v2 Semantic,mining companies,816,0.5315,0.0846,0.8846,0.1544,351
Istari v2 Semantic,oil and gas companies,10,0.9901,1.0,0.015,0.0295,4
Istari v2 Semantic,oil and gas companies,30,0.9895,1.0,0.0449,0.086,11
Istari v2 Semantic,oil and gas companies,50,0.9898,1.0,0.0749,0.1393,19
Istari v2 Semantic,oil and gas companies,100,0.9879,0.94,0.1407,0.2448,47
Istari v2 Semantic,oil and gas companies,200,0.9279,0.815,0.244,0.3756,88
Istari v2 Semantic,oil and gas companies,500,0.7541,0.584,0.4371,0.5,239
Istari v2 Semantic,oil and gas companies,816,0.6425,0.4755,0.5808,0.5229,436
Istari v2 Semantic,energy storage companies,10,0.9911,1.0,0.0186,0.0365,6
Istari v2 Semantic,energy storage companies,30,0.9898,1.0,0.0558,0.1056,14
Istari v2 Semantic,energy storage companies,50,0.9909,1.0,0.0929,0.1701,28
Istari v2 Semantic,energy storage companies,100,0.9679,0.94,0.1747,0.2947,51
Istari v2 Semantic,energy storage companies,200,0.951,0.86,0.3197,0.4661,110
Istari v2 Semantic,energy storage companies,500,0.8326,0.6,0.5576,0.578,291
Istari v2 Semantic,energy storage companies,816,0.7397,0.4853,0.7361,0.5849,514
Istari v2 Semantic,waste management companies,10,0.9905,1.0,0.01,0.0198,3
Istari v2 Semantic,waste management companies,30,0.9658,0.9667,0.029,0.0563,10
Istari v2 Semantic,waste management companies,50,0.9576,0.96,0.048,0.0914,17
Istari v2 Semantic,waste management companies,100,0.949,0.95,0.095,0.1727,34
Istari v2 Semantic,waste management companies,200,0.8454,0.82,0.164,0.2733,64
Istari v2 Semantic,waste management companies,500,0.6694,0.622,0.311,0.4147,221
Istari v2 Semantic,waste management companies,816,0.566,0.5147,0.42,0.4626,372
Istari v2 Semantic,water treatment companies,10,0.9872,1.0,0.01,0.0198,1
Istari v2 Semantic,water treatment companies,30,0.9869,1.0,0.03,0.0583,7
Istari v2 Semantic,water treatment companies,50,0.9462,0.94,0.047,0.0895,15
Istari v2 Semantic,water treatment companies,100,0.8065,0.76,0.076,0.1382,30
Istari v2 Semantic,water treatment companies,200,0.7158,0.67,0.134,0.2233,60
Istari v2 Semantic,water treatment companies,500,0.6059,0.566,0.283,0.3773,188
Istari v2 Semantic,water treatment companies,816,0.5483,0.511,0.417,0.4593,369
Istari v2 Semantic,aerospace companies,10,0.9973,1.0,0.0429,0.0823,8
Istari v2 Semantic,aerospace companies,30,0.9955,1.0,0.1288,0.2281,20
Istari v2 Semantic,aerospace companies,50,0.9931,0.96,0.206,0.3392,28
Istari v2 Semantic,aerospace companies,100,0.9929,0.85,0.3648,0.5105,52
Istari v2 Semantic,aerospace companies,200,0.9903,0.705,0.6052,0.6513,132
Istari v2 Semantic,aerospace companies,500,0.8901,0.392,0.8412,0.5348,322
Istari v2 Semantic,aerospace companies,816,0.7978,0.2684,0.9399,0.4175,553
Istari v2 Semantic,defense contractors,10,0.9974,1.0,0.3125,0.4762,8
Istari v2 Semantic,defense contractors,30,0.9961,0.8333,0.7812,0.8065,25
Istari v2 Semantic,defense contractors,50,0.9961,0.62,0.9688,0.7561,37
Istari v2 Semantic,defense contractors,100,0.9949,0.32,1.0,0.4848,74
Istari v2 Semantic,defense contractors,200,0.9892,0.16,1.0,0.2759,132
Istari v2 Semantic,defense contractors,500,0.9077,0.064,1.0,0.1203,342
Istari v2 Semantic,defense contractors,816,0.7857,0.0392,1.0,0.0755,545
Istari v2 Semantic,transportation companies,10,0.9867,1.0,0.0121,0.024,3
Istari v2 Semantic,transportation companies,30,0.8954,0.8333,0.0303,0.0585,7
Istari v2 Semantic,transportation companies,50,0.8934,0.82,0.0497,0.0937,16
Istari v2 Semantic,transportation companies,100,0.7739,0.67,0.0812,0.1449,28
Istari v2 Semantic,transportation companies,200,0.6884,0.585,0.1418,0.2283,57
Istari v2 Semantic,transportation companies,500,0.5126,0.412,0.2497,0.3109,159
Istari v2 Semantic,transportation companies,816,0.4517,0.3566,0.3527,0.3547,289
Istari v2 Semantic,shipping companies,10,0.9915,1.0,0.01,0.0198,4
Istari v2 Semantic,shipping companies,30,0.9686,0.9667,0.029,0.0563,11
Istari v2 Semantic,shipping companies,50,0.976,0.98,0.049,0.0933,23
Istari v2 Semantic,shipping companies,100,0.8838,0.86,0.086,0.1564,46
Istari v2 Semantic,shipping companies,200,0.8173,0.79,0.158,0.2633,78
Istari v2 Semantic,shipping companies,500,0.6308,0.582,0.291,0.388,186
Istari v2 Semantic,shipping companies,816,0.5511,0.5037,0.411,0.4526,369
Istari v2 Semantic,trucking companies,10,0.9872,1.0,0.01,0.0198,2
Istari v2 Semantic,trucking companies,30,0.991,1.0,0.03,0.0583,13
Istari v2 Semantic,trucking companies,50,0.9902,1.0,0.05,0.0952,23
Istari v2 Semantic,trucking companies,100,0.9692,0.97,0.097,0.1764,44
Istari v2 Semantic,trucking companies,200,0.9358,0.93,0.186,0.31,90
Istari v2 Semantic,trucking companies,500,0.8203,0.794,0.397,0.5293,273
Istari v2 Semantic,trucking companies,816,0.7275,0.69,0.563,0.62,486
Istari v2 Semantic,freight forwarding companies,10,0.9979,1.0,0.01,0.0198,5
Istari v2 Semantic,freight forwarding companies,30,0.997,1.0,0.03,0.0583,19
Istari v2 Semantic,freight forwarding companies,50,0.9967,1.0,0.05,0.0952,27
Istari v2 Semantic,freight forwarding companies,100,0.996,1.0,0.1,0.1818,53
Istari v2 Semantic,freight forwarding companies,200,0.9687,0.965,0.193,0.3217,110
Istari v2 Semantic,freight forwarding companies,500,0.8457,0.82,0.41,0.5467,277
Istari v2 Semantic,freight forwarding companies,816,0.7407,0.7022,0.573,0.6311,514
Istari v2 Semantic,warehousing companies,10,0.9943,1.0,0.0169,0.0333,5
Istari v2 Semantic,warehousing companies,30,0.9893,1.0,0.0508,0.0968,12
Istari v2 Semantic,warehousing companies,50,0.9893,1.0,0.0847,0.1562,23
Istari v2 Semantic,warehousing companies,100,0.9819,0.97,0.1644,0.2812,47
Istari v2 Semantic,warehousing companies,200,0.9629,0.845,0.2864,0.4278,97
Istari v2 Semantic,warehousing companies,500,0.798,0.59,0.5,0.5413,268
Istari v2 Semantic,warehousing companies,816,0.6954,0.4669,0.6458,0.542,476
Istari v2 Semantic,cold storage companies,10,0.9942,1.0,0.01,0.0198,4
Istari v2 Semantic,cold storage companies,30,0.9943,1.0,0.03,0.0583,17
Istari v2 Semantic,cold storage companies,50,0.9947,1.0,0.05,0.0952,27
Istari v2 Semantic,cold storage companies,100,0.9941,1.0,0.1,0.1818,59
Istari v2 Semantic,cold storage companies,200,0.9945,1.0,0.2,0.3333,135
Istari v2 Semantic,cold storage companies,500,0.9712,0.97,0.485,0.6467,376
Istari v2 Semantic,cold storage companies,816,0.8925,0.8725,0.712,0.7841,643
Istari v2 Semantic,retail technology companies,10,0.9903,1.0,0.0206,0.0404,6
Istari v2 Semantic,retail technology companies,30,0.9914,1.0,0.0619,0.1165,20
Istari v2 Semantic,retail technology companies,50,0.9932,1.0,0.1031,0.1869,32
Istari v2 Semantic,retail technology companies,100,0.9923,0.99,0.2041,0.3385,62
Istari v2 Semantic,retail technology companies,200,0.9811,0.92,0.3794,0.5372,126
Istari v2 Semantic,retail technology companies,500,0.9171,0.656,0.6763,0.666,331
Istari v2 Semantic,retail technology companies,816,0.8267,0.4988,0.8392,0.6257,574
Istari v2 Semantic,point of sale systems providers,10,0.9905,1.0,0.01,0.0198,2
Istari v2 Semantic,point of sale systems providers,30,0.9927,1.0,0.03,0.0583,15
Istari v2 Semantic,point of sale systems providers,50,0.9924,1.0,0.05,0.0952,26
Istari v2 Semantic,point of sale systems providers,100,0.9924,1.0,0.1,0.1818,51
Istari v2 Semantic,point of sale systems providers,200,0.9938,1.0,0.2,0.3333,138
Istari v2 Semantic,point of sale systems providers,500,0.9333,0.924,0.462,0.616,351
Istari v2 Semantic,point of sale systems providers,816,0.8434,0.8162,0.666,0.7335,605
Istari v2 Semantic,inventory management software,10,0.9951,1.0,0.01,0.0198,6
Istari v2 Semantic,inventory management software,30,0.9935,1.0,0.03,0.0583,16
Istari v2 Semantic,inventory management software,50,0.9938,1.0,0.05,0.0952,30
Istari v2 Semantic,inventory management software,100,0.9951,1.0,0.1,0.1818,72
Istari v2 Semantic,inventory management software,200,0.9955,1.0,0.2,0.3333,149
Istari v2 Semantic,inventory management software,500,0.9368,0.926,0.463,0.6173,371
Istari v2 Semantic,inventory management software,816,0.8311,0.799,0.652,0.7181,596
Istari v2 Semantic,customer relationship management (CRM) software,10,0.9975,1.0,0.0119,0.0234,6
Istari v2 Semantic,customer relationship management (CRM) software,30,0.9976,1.0,0.0356,0.0687,19
Istari v2 Semantic,customer relationship management (CRM) software,50,0.9971,1.0,0.0593,0.112,38
Istari v2 Semantic,customer relationship management (CRM) software,100,0.9964,1.0,0.1186,0.2121,74
Istari v2 Semantic,customer relationship management (CRM) software,200,0.9969,1.0,0.2372,0.3835,153
Istari v2 Semantic,customer relationship management (CRM) software,500,0.9871,0.954,0.5658,0.7103,392
Istari v2 Semantic,customer relationship management (CRM) software,816,0.9039,0.8137,0.7877,0.8005,655
Istari v2 Semantic,enterprise resource planning (ERP) systems,10,0.9977,1.0,0.01,0.0198,7
Istari v2 Semantic,enterprise resource planning (ERP) systems,30,0.9964,1.0,0.03,0.0583,19
Istari v2 Semantic,enterprise resource planning (ERP) systems,50,0.9963,1.0,0.05,0.0952,37
Istari v2 Semantic,enterprise resource planning (ERP) systems,100,0.9965,1.0,0.1,0.1818,70
Istari v2 Semantic,enterprise resource planning (ERP) systems,200,0.9873,0.99,0.198,0.33,124
Istari v2 Semantic,enterprise resource planning (ERP) systems,500,0.9014,0.884,0.442,0.5893,321
Istari v2 Semantic,enterprise resource planning (ERP) systems,816,0.7913,0.7549,0.616,0.6784,568
Istari v2 Semantic,business intelligence (BI) companies,10,0.9931,1.0,0.0124,0.0246,4
Istari v2 Semantic,business intelligence (BI) companies,30,0.9957,1.0,0.0373,0.0719,23
Istari v2 Semantic,business intelligence (BI) companies,50,0.995,1.0,0.0622,0.1171,30
Istari v2 Semantic,business intelligence (BI) companies,100,0.9954,1.0,0.1244,0.2212,65
Istari v2 Semantic,business intelligence (BI) companies,200,0.9955,1.0,0.2488,0.3984,142
Istari v2 Semantic,business intelligence (BI) companies,500,0.969,0.924,0.5746,0.7086,378
Istari v2 Semantic,business intelligence (BI) companies,816,0.8688,0.7623,0.7736,0.7679,627
Istari v2 Semantic,IT consulting firms,10,0.9923,1.0,0.01,0.0198,4
Istari v2 Semantic,IT consulting firms,30,0.994,1.0,0.03,0.0583,16
Istari v2 Semantic,IT consulting firms,50,0.9936,1.0,0.05,0.0952,24
Istari v2 Semantic,IT consulting firms,100,0.9937,1.0,0.1,0.1818,51
Istari v2 Semantic,IT consulting firms,200,0.9142,0.9,0.18,0.3,96
Istari v2 Semantic,IT consulting firms,500,0.7598,0.722,0.361,0.4813,244
Istari v2 Semantic,IT consulting firms,816,0.6315,0.5809,0.474,0.522,417
Istari v2 Semantic,cybersecurity solutions providers,10,0.9971,1.0,0.01,0.0198,6
Istari v2 Semantic,cybersecurity solutions providers,30,0.9945,1.0,0.03,0.0583,19
Istari v2 Semantic,cybersecurity solutions providers,50,0.9944,1.0,0.05,0.0952,29
Istari v2 Semantic,cybersecurity solutions providers,100,0.9947,1.0,0.1,0.1818,63
Istari v2 Semantic,cybersecurity solutions providers,200,0.9783,0.98,0.196,0.3267,120
Istari v2 Semantic,cybersecurity solutions providers,500,0.8863,0.868,0.434,0.5787,319
Istari v2 Semantic,cybersecurity solutions providers,816,0.7986,0.7672,0.626,0.6894,553
Istari v2 Semantic,cloud security providers,10,0.9883,1.0,0.061,0.1149,5
Istari v2 Semantic,cloud security providers,30,0.9903,0.9667,0.1768,0.299,15
Istari v2 Semantic,cloud security providers,50,0.9898,0.84,0.2561,0.3925,23
Istari v2 Semantic,cloud security providers,100,0.9231,0.61,0.372,0.4621,44
Istari v2 Semantic,cloud security providers,200,0.8436,0.455,0.5549,0.5,100
Istari v2 Semantic,cloud security providers,500,0.6442,0.24,0.7317,0.3614,240
Istari v2 Semantic,cloud security providers,816,0.5313,0.1605,0.7988,0.2673,364
Istari v2 Semantic,managed service providers (MSPs),10,0.9974,1.0,0.0385,0.0741,5
Istari v2 Semantic,managed service providers (MSPs),30,0.9979,1.0,0.1154,0.2069,24
Istari v2 Semantic,managed service providers (MSPs),50,0.9974,1.0,0.1923,0.3226,43
Istari v2 Semantic,managed service providers (MSPs),100,0.9976,0.99,0.3808,0.55,82
Istari v2 Semantic,managed service providers (MSPs),200,0.997,0.88,0.6769,0.7652,155
Istari v2 Semantic,managed service providers (MSPs),500,0.981,0.508,0.9769,0.6684,396
Istari v2 Semantic,managed service providers (MSPs),816,0.8933,0.3186,1.0,0.4833,648
Istari v2 Semantic,remote monitoring and management (RMM) software,10,0.9998,1.0,0.1639,0.2817,9
Istari v2 Semantic,remote monitoring and management (RMM) software,30,0.9973,0.9333,0.459,0.6154,26
Istari v2 Semantic,remote monitoring and management (RMM) software,50,0.9973,0.92,0.7541,0.8288,41
Istari v2 Semantic,remote monitoring and management (RMM) software,100,0.9961,0.55,0.9016,0.6832,77
Istari v2 Semantic,remote monitoring and management (RMM) software,200,0.9907,0.285,0.9344,0.4368,149
Istari v2 Semantic,remote monitoring and management (RMM) software,500,0.8412,0.12,0.9836,0.2139,304
Istari v2 Semantic,remote monitoring and management (RMM) software,816,0.6902,0.0735,0.9836,0.1368,467
Istari v2 Semantic,data center providers,10,0.992,1.0,0.0248,0.0484,4
Istari v2 Semantic,data center providers,30,0.992,0.9667,0.072,0.1339,16
Istari v2 Semantic,data center providers,50,0.9915,0.94,0.1166,0.2075,32
Istari v2 Semantic,data center providers,100,0.9915,0.92,0.2283,0.3658,58
Istari v2 Semantic,data center providers,200,0.9921,0.85,0.4218,0.5638,128
Istari v2 Semantic,data center providers,500,0.9119,0.606,0.7519,0.6711,339
Istari v2 Semantic,data center providers,816,0.8238,0.4436,0.8983,0.5939,576
Istari v2 Semantic,web hosting companies,10,0.2895,0.3,0.003,0.0059,0
Istari v2 Semantic,web hosting companies,30,0.1439,0.1,0.003,0.0058,0
Istari v2 Semantic,web hosting companies,50,0.1024,0.06,0.003,0.0057,0
Istari v2 Semantic,web hosting companies,100,0.1729,0.18,0.018,0.0327,15
Istari v2 Semantic,web hosting companies,200,0.353,0.4,0.08,0.1333,69
Istari v2 Semantic,web hosting companies,500,0.2553,0.254,0.127,0.1693,127
Istari v2 Semantic,web hosting companies,816,0.2039,0.1924,0.157,0.1729,157
Istari v2 Semantic,domain name registrars,10,0.9832,0.7,0.0824,0.1474,6
Istari v2 Semantic,domain name registrars,30,0.9862,0.7667,0.2706,0.4,18
Istari v2 Semantic,domain name registrars,50,0.9701,0.64,0.3765,0.4741,29
Istari v2 Semantic,domain name registrars,100,0.9336,0.39,0.4588,0.4216,40
Istari v2 Semantic,domain name registrars,200,0.9008,0.235,0.5529,0.3298,99
Istari v2 Semantic,domain name registrars,500,0.4866,0.098,0.5765,0.1675,163
Istari v2 Semantic,domain name registrars,816,0.3323,0.06,0.5765,0.1088,190
Istari v2 Semantic,content management systems (CMS),10,0.9896,1.0,0.01,0.0198,6
Istari v2 Semantic,content management systems (CMS),30,0.9907,1.0,0.03,0.0583,16
Istari v2 Semantic,content management systems (CMS),50,0.9908,1.0,0.05,0.0952,26
Istari v2 Semantic,content management systems (CMS),100,0.9938,1.0,0.1,0.1818,71
Istari v2 Semantic,content management systems (CMS),200,0.9938,1.0,0.2,0.3333,134
Istari v2 Semantic,content management systems (CMS),500,0.8954,0.876,0.438,0.584,340
Istari v2 Semantic,content management systems (CMS),816,0.783,0.7463,0.609,0.6707,534
Istari v2 Semantic,e-learning platforms,10,0.993,1.0,0.01,0.0198,3
Istari v2 Semantic,e-learning platforms,30,0.9935,1.0,0.03,0.0583,16
Istari v2 Semantic,e-learning platforms,50,0.994,1.0,0.05,0.0952,24
Istari v2 Semantic,e-learning platforms,100,0.9939,1.0,0.1,0.1818,59
Istari v2 Semantic,e-learning platforms,200,0.9941,1.0,0.2,0.3333,128
Istari v2 Semantic,e-learning platforms,500,0.9483,0.942,0.471,0.628,342
Istari v2 Semantic,e-learning platforms,816,0.8483,0.8211,0.67,0.7379,596
Istari v2 Semantic,online marketing agencies,10,0.9948,1.0,0.01,0.0198,4
Istari v2 Semantic,online marketing agencies,30,0.9913,1.0,0.03,0.0583,15
Istari v2 Semantic,online marketing agencies,50,0.991,1.0,0.05,0.0952,25
Istari v2 Semantic,online marketing agencies,100,0.9683,0.97,0.097,0.1764,46
Istari v2 Semantic,online marketing agencies,200,0.912,0.9,0.18,0.3,91
Istari v2 Semantic,online marketing agencies,500,0.7484,0.708,0.354,0.472,266
Istari v2 Semantic,online marketing agencies,816,0.6363,0.587,0.479,0.5275,428
Istari v2 Semantic,lead generation companies,10,0.9956,1.0,0.0169,0.0333,6
Istari v2 Semantic,lead generation companies,30,0.9964,1.0,0.0508,0.0968,20
Istari v2 Semantic,lead generation companies,50,0.9951,1.0,0.0847,0.1562,32
Istari v2 Semantic,lead generation companies,100,0.9941,1.0,0.1695,0.2899,67
Istari v2 Semantic,lead generation companies,200,0.9946,0.99,0.3356,0.5013,139
Istari v2 Semantic,lead generation companies,500,0.9434,0.802,0.6797,0.7358,365
Istari v2 Semantic,lead generation companies,816,0.8698,0.6324,0.8746,0.734,631
Istari v2 Semantic,market research firms,10,0.9904,1.0,0.01,0.0198,5
Istari v2 Semantic,market research firms,30,0.9911,1.0,0.03,0.0583,16
Istari v2 Semantic,market research firms,50,0.9898,1.0,0.05,0.0952,24
Istari v2 Semantic,market research firms,100,0.9764,0.98,0.098,0.1782,49
Istari v2 Semantic,market research firms,200,0.9438,0.94,0.188,0.3133,96
Istari v2 Semantic,market research firms,500,0.8427,0.82,0.41,0.5467,276
Istari v2 Semantic,market research firms,816,0.7468,0.7108,0.58,0.6388,516
Istari v2 Semantic,public relations agencies,10,0.9864,1.0,0.01,0.0198,4
Istari v2 Semantic,public relations agencies,30,0.9928,1.0,0.03,0.0583,22
Istari v2 Semantic,public relations agencies,50,0.9932,1.0,0.05,0.0952,35
Istari v2 Semantic,public relations agencies,100,0.9929,1.0,0.1,0.1818,64
Istari v2 Semantic,public relations agencies,200,0.9831,0.99,0.198,0.33,110
Istari v2 Semantic,public relations agencies,500,0.868,0.846,0.423,0.564,297
Istari v2 Semantic,public relations agencies,816,0.7562,0.7169,0.585,0.6443,533
Istari v2 Semantic,graphic design studios,10,0.9886,1.0,0.01,0.0198,1
Istari v2 Semantic,graphic design studios,30,0.989,1.0,0.03,0.0583,7
Istari v2 Semantic,graphic design studios,50,0.9901,1.0,0.05,0.0952,12
Istari v2 Semantic,graphic design studios,100,0.9917,1.0,0.1,0.1818,33
Istari v2 Semantic,graphic design studios,200,0.9614,0.96,0.192,0.32,93
Istari v2 Semantic,graphic design studios,500,0.9098,0.9,0.45,0.6,314
Istari v2 Semantic,graphic design studios,816,0.7835,0.75,0.612,0.674,558
Istari v2 Semantic,video production companies,10,0.9908,1.0,0.01,0.0198,4
Istari v2 Semantic,video production companies,30,0.9919,1.0,0.03,0.0583,12
Istari v2 Semantic,video production companies,50,0.9921,1.0,0.05,0.0952,20
Istari v2 Semantic,video production companies,100,0.9845,0.99,0.099,0.18,46
Istari v2 Semantic,video production companies,200,0.9106,0.895,0.179,0.2983,104
Istari v2 Semantic,video production companies,500,0.7641,0.728,0.364,0.4853,243
Istari v2 Semantic,video production companies,816,0.657,0.6115,0.499,0.5496,442
Istari v2 Semantic,translation services,10,0.9942,1.0,0.01,0.0198,4
Istari v2 Semantic,translation services,30,0.991,1.0,0.03,0.0583,8
Istari v2 Semantic,translation services,50,0.9903,1.0,0.05,0.0952,18
Istari v2 Semantic,translation services,100,0.9914,1.0,0.1,0.1818,43
Istari v2 Semantic,translation services,200,0.9771,0.98,0.196,0.3267,101
Istari v2 Semantic,translation services,500,0.8895,0.872,0.436,0.5813,303
Istari v2 Semantic,translation services,816,0.7874,0.7537,0.615,0.6773,543
Istari v2 Semantic,legal technology companies,10,0.9989,1.0,0.01,0.0198,9
Istari v2 Semantic,legal technology companies,30,0.9947,1.0,0.03,0.0583,16
Istari v2 Semantic,legal technology companies,50,0.994,1.0,0.05,0.0952,30
Istari v2 Semantic,legal technology companies,100,0.9939,1.0,0.1,0.1818,60
Istari v2 Semantic,legal technology companies,200,0.9777,0.98,0.196,0.3267,111
Istari v2 Semantic,legal technology companies,500,0.8496,0.824,0.412,0.5493,282
Istari v2 Semantic,legal technology companies,816,0.7328,0.6912,0.564,0.6211,505
Istari v2 Semantic,accounting software providers,10,0.9943,1.0,0.0128,0.0253,6
Istari v2 Semantic,accounting software providers,30,0.9923,1.0,0.0385,0.0741,15
Istari v2 Semantic,accounting software providers,50,0.9928,1.0,0.0641,0.1205,29
Istari v2 Semantic,accounting software providers,100,0.9845,0.98,0.1256,0.2227,58
Istari v2 Semantic,accounting software providers,200,0.9635,0.94,0.241,0.3837,112
Istari v2 Semantic,accounting software providers,500,0.8809,0.792,0.5077,0.6188,305
Istari v2 Semantic,accounting software providers,816,0.7702,0.6422,0.6718,0.6566,537
Istari v2 Semantic,tax preparation services,10,0.9958,1.0,0.01,0.0198,4
Istari v2 Semantic,tax preparation services,30,0.9942,1.0,0.03,0.0583,16
Istari v2 Semantic,tax preparation services,50,0.9925,1.0,0.05,0.0952,23
Istari v2 Semantic,tax preparation services,100,0.9853,0.99,0.099,0.18,50
Istari v2 Semantic,tax preparation services,200,0.9461,0.94,0.188,0.3133,96
Istari v2 Semantic,tax preparation services,500,0.8239,0.794,0.397,0.5293,284
Istari v2 Semantic,tax preparation services,816,0.7365,0.6985,0.57,0.6278,513
Istari v2 Semantic,payroll processing companies,10,0.9948,1.0,0.01,0.0198,5
Istari v2 Semantic,payroll processing companies,30,0.9945,1.0,0.03,0.0583,16
Istari v2 Semantic,payroll processing companies,50,0.9945,1.0,0.05,0.0952,30
Istari v2 Semantic,payroll processing companies,100,0.9927,1.0,0.1,0.1818,55
Istari v2 Semantic,payroll processing companies,200,0.9894,0.995,0.199,0.3317,122
Istari v2 Semantic,payroll processing companies,500,0.9045,0.888,0.444,0.592,335
Istari v2 Semantic,payroll processing companies,816,0.8096,0.777,0.634,0.6982,569
Istari v2 Semantic,financial planning services,10,0.9923,1.0,0.01,0.0198,5
Istari v2 Semantic,financial planning services,30,0.9935,1.0,0.03,0.0583,16
Istari v2 Semantic,financial planning services,50,0.994,1.0,0.05,0.0952,26
Istari v2 Semantic,financial planning services,100,0.9941,1.0,0.1,0.1818,52
Istari v2 Semantic,financial planning services,200,0.9248,0.91,0.182,0.3033,105
Istari v2 Semantic,financial planning services,500,0.7737,0.738,0.369,0.492,268
Istari v2 Semantic,financial planning services,816,0.6743,0.6311,0.515,0.5672,465
Istari v2 Semantic,investment management firms,10,0.998,1.0,0.01,0.0198,7
Istari v2 Semantic,investment management firms,30,0.9964,1.0,0.03,0.0583,22
Istari v2 Semantic,investment management firms,50,0.995,1.0,0.05,0.0952,32
Istari v2 Semantic,investment management firms,100,0.9947,1.0,0.1,0.1818,62
Istari v2 Semantic,investment management firms,200,0.9823,0.985,0.197,0.3283,122
Istari v2 Semantic,investment management firms,500,0.8731,0.852,0.426,0.568,313
Istari v2 Semantic,investment management firms,816,0.741,0.6985,0.57,0.6278,508
Istari v2 Semantic,wealth management firms,10,0.9946,1.0,0.01,0.0198,2
Istari v2 Semantic,wealth management firms,30,0.9934,1.0,0.03,0.0583,13
Istari v2 Semantic,wealth management firms,50,0.977,0.98,0.049,0.0933,21
Istari v2 Semantic,wealth management firms,100,0.9539,0.95,0.095,0.1727,39
Istari v2 Semantic,wealth management firms,200,0.9144,0.905,0.181,0.3017,87
Istari v2 Semantic,wealth management firms,500,0.7841,0.752,0.376,0.5013,258
Istari v2 Semantic,wealth management firms,816,0.7399,0.7096,0.579,0.6377,509
Istari v2 Semantic,commercial real estate brokers,10,0.9977,1.0,0.01,0.0198,6
Istari v2 Semantic,commercial real estate brokers,30,0.9964,1.0,0.03,0.0583,20
Istari v2 Semantic,commercial real estate brokers,50,0.9958,1.0,0.05,0.0952,33
Istari v2 Semantic,commercial real estate brokers,100,0.9871,0.99,0.099,0.18,59
Istari v2 Semantic,commercial real estate brokers,200,0.9317,0.92,0.184,0.3067,113
Istari v2 Semantic,commercial real estate brokers,500,0.7796,0.742,0.371,0.4947,279
Istari v2 Semantic,commercial real estate brokers,816,0.6787,0.6324,0.516,0.5683,454
Istari v2 Semantic,residential real estate brokers,10,0.9968,1.0,0.01,0.0198,6
Istari v2 Semantic,residential real estate brokers,30,0.997,1.0,0.03,0.0583,19
Istari v2 Semantic,residential real estate brokers,50,0.9959,1.0,0.05,0.0952,26
Istari v2 Semantic,residential real estate brokers,100,0.9808,0.98,0.098,0.1782,63
Istari v2 Semantic,residential real estate brokers,200,0.9202,0.905,0.181,0.3017,116
Istari v2 Semantic,residential real estate brokers,500,0.786,0.752,0.376,0.5013,274
Istari v2 Semantic,residential real estate brokers,816,0.6738,0.6287,0.513,0.565,456
Istari v2 Semantic,construction equipment manufacturers,10,0.9898,1.0,0.01,0.0198,3
Istari v2 Semantic,construction equipment manufacturers,30,0.9901,1.0,0.03,0.0583,10
Istari v2 Semantic,construction equipment manufacturers,50,0.9904,1.0,0.05,0.0952,21
Istari v2 Semantic,construction equipment manufacturers,100,0.99,1.0,0.1,0.1818,50
Istari v2 Semantic,construction equipment manufacturers,200,0.9526,0.95,0.19,0.3167,110
Istari v2 Semantic,construction equipment manufacturers,500,0.7935,0.758,0.379,0.5053,280
Istari v2 Semantic,construction equipment manufacturers,816,0.6948,0.6507,0.531,0.5848,477
Istari v2 Semantic,building materials suppliers,10,0.9879,1.0,0.01,0.0198,2
Istari v2 Semantic,building materials suppliers,30,0.9851,1.0,0.03,0.0583,6
Istari v2 Semantic,building materials suppliers,50,0.9847,1.0,0.05,0.0952,13
Istari v2 Semantic,building materials suppliers,100,0.9865,1.0,0.1,0.1818,32
Istari v2 Semantic,building materials suppliers,200,0.8525,0.825,0.165,0.275,82
Istari v2 Semantic,building materials suppliers,500,0.7264,0.688,0.344,0.4587,235
Istari v2 Semantic,building materials suppliers,816,0.6208,0.5735,0.468,0.5154,410
Istari v2 Semantic,renewable energy project developers,10,0.9913,1.0,0.01,0.0198,6
